State,District,Soil_N_kgha,Soil_P_kgha,Soil_K_kgha,Soil_pH,Soil_Type,Organic_Carbon_Pct,Soil_Moisture_Pct
Karnataka,DAKSHIN KANNAD,179,21,209,6.6,Red Sandy Loam / Black Soil,0.56,33
Karnataka,DAKSHINA KANNADA,185,22,215,6.6,Red Sandy Loam / Black Soil,0.58,35
Karnataka,DAVANGERE,196,23,228,6.6,Red Sandy Loam / Black Soil,0.61,32
Karnataka,DHARWAD,174,21,202,6.6,Red Sandy Loam / Black Soil,0.55,34
Karnataka,GADAG,189,22,219,7.0,Red Sandy Loam / Black Soil,0.59,33
Karnataka,GULBARGA,181,22,211,6.6,Red Sandy Loam / Black Soil,0.57,32
Karnataka,HASSAN,183,22,213,6.8,Red Sandy Loam / Black Soil,0.57,34
Karnataka,HAVERI,194,23,226,7.0,Red Sandy Loam / Black Soil,0.61,33
Karnataka,KALABURAGI,183,22,213,6.6,Red Sandy Loam / Black Soil,0.57,35
Karnataka,KODAGU,191,23,221,6.6,Red Sandy Loam / Black Soil,0.6,34
Karnataka,KOLAR,183,22,213,6.8,Red Sandy Loam / Black Soil,0.57,35
Karnataka,KOPPAL,191,23,221,6.6,Red Sandy Loam / Black Soil,0.6,33
Karnataka,MANDYA,191,23,221,7.0,Red Sandy Loam / Black Soil,0.6,35
Karnataka,MYSORE,194,23,226,6.6,Red Sandy Loam / Black Soil,0.61,36
Karnataka,MYSURU,179,21,209,6.7,Red Sandy Loam / Black Soil,0.56,34
Karnataka,RAICHUR,196,23,228,7.0,Red Sandy Loam / Black Soil,0.61,34
Karnataka,RAMANAGARA,176,21,204,6.8,Red Sandy Loam / Black Soil,0.55,32
Karnataka,SHIMOGA,176,21,204,6.8,Red Sandy Loam / Black Soil,0.55,34
Karnataka,SHIVAMOGGA,179,21,209,7.0,Red Sandy Loam / Black Soil,0.56,34
Karnataka,TUMAKURU,189,22,219,7.0,Red Sandy Loam / Black Soil,0.59,32
Karnataka,TUMKUR,179,21,209,6.9,Red Sandy Loam / Black Soil,0.56,34
Karnataka,UDUPI,183,22,213,7.0,Red Sandy Loam / Black Soil,0.57,32
Karnataka,UTTAR KANNAD,178,21,206,6.7,Red Sandy Loam / Black Soil,0.56,36
Karnataka,UTTARA KANNADA,187,22,217,6.6,Red Sandy Loam / Black Soil,0.59,35
Karnataka,VIJAYAPURA,194,23,226,6.9,Red Sandy Loam / Black Soil,0.61,33
Karnataka,YADAGIRI,187,22,217,6.9,Red Sandy Loam / Black Soil,0.59,33
Karnataka,YADGIR,183,22,213,7.0,Red Sandy Loam / Black Soil,0.57,33
Kerala,ALAPPUZHA,233,28,163,5.6,Laterite Acidic Loam,0.94,44
Kerala,ERNAKULAM,233,28,163,5.5,Laterite Acidic Loam,0.94,45
Kerala,IDUKKI,237,28,167,5.4,Laterite Acidic Loam,0.96,42
Kerala,KANNUR,249,30,175,5.6,Laterite Acidic Loam,1.01,44
Kerala,KASARAGOD,228,27,160,5.4,Laterite Acidic Loam,0.92,44
Kerala,KOLLAM,240,29,168,5.3,Laterite Acidic Loam,0.97,46
Kerala,KOTTAYAM,230,27,162,5.3,Laterite Acidic Loam,0.93,44
Kerala,KOZHIKODE,228,27,160,5.4,Laterite Acidic Loam,0.92,44
Kerala,MALAPPURAM,237,28,167,5.5,Laterite Acidic Loam,0.96,44
Kerala,PALAKKAD,226,27,158,5.4,Laterite Acidic Loam,0.91,46
Kerala,PATHANAMTHITTA,223,27,157,5.3,Laterite Acidic Loam,0.9,45
Kerala,THIRUVANANTHAPURAM,237,28,167,5.3,Laterite Acidic Loam,0.96,44
Kerala,THRISSUR,235,28,165,5.5,Laterite Acidic Loam,0.95,45
Kerala,WAYANAD,240,29,168,5.6,Laterite Acidic Loam,0.97,45
Laddakh,KARGIL,191,23,223,7.1,Alluvial Loam,0.58,35
Madhya Pradesh,AGAR MALWA,178,20,289,7.8,Medium Black Clay,0.59,36
Madhya Pradesh,ALIRAJPUR,178,20,289,7.6,Medium Black Clay,0.59,34
Madhya Pradesh,ANUPPUR,162,18,261,7.7,Medium Black Clay,0.53,37
Madhya Pradesh,ASHOKNAGAR,163,18,264,7.6,Medium Black Clay,0.54,37
Madhya Pradesh,BALAGHAT,162,18,261,7.5,Medium Black Clay,0.53,35
Madhya Pradesh,BARWANI,180,20,292,7.8,Medium Black Clay,0.59,37
Madhya Pradesh,BASTAR,167,19,270,7.8,Medium Black Clay,0.55,35
Madhya Pradesh,BETUL,163,18,264,7.7,Medium Black Clay,0.54,34
Madhya Pradesh,BHIND,173,19,280,7.5,Medium Black Clay,0.57,37
Madhya Pradesh,BHOPAL,175,20,283,7.5,Medium Black Clay,0.58,37
Madhya Pradesh,BILASPUR,160,18,258,7.4,Medium Black Clay,0.53,35
Madhya Pradesh,BURHANPUR,172,19,278,7.6,Medium Black Clay,0.57,34
Madhya Pradesh,CHHATARPUR,162,18,261,7.8,Medium Black Clay,0.53,34
Madhya Pradesh,CHHINDWARA,165,18,267,7.7,Medium Black Clay,0.54,34
Madhya Pradesh,DAMOH,168,19,272,7.8,Medium Black Clay,0.55,36
Madhya Pradesh,DANTEWADA,172,19,278,7.7,Medium Black Clay,0.57,34
Madhya Pradesh,DATIA,168,19,272,7.8,Medium Black Clay,0.55,36
Madhya Pradesh,DEWAS,173,19,280,7.5,Medium Black Clay,0.57,35
Madhya Pradesh,DHAMTARI,180,20,292,7.6,Medium Black Clay,0.59,34
Madhya Pradesh,DHAR,178,20,289,7.5,Medium Black Clay,0.59,35
Madhya Pradesh,DINDORI,162,18,261,7.7,Medium Black Clay,0.53,36
Madhya Pradesh,DURG,167,19,270,7.6,Medium Black Clay,0.55,34
Madhya Pradesh,GUNA,163,18,264,7.4,Medium Black Clay,0.54,36
Madhya Pradesh,GWALIOR,165,18,267,7.7,Medium Black Clay,0.54,34
Madhya Pradesh,HARDA,167,19,270,7.4,Medium Black Clay,0.55,34
Madhya Pradesh,HOSHANGABAD,168,19,272,7.8,Medium Black Clay,0.55,37
Madhya Pradesh,INDORE,172,19,278,7.5,Medium Black Clay,0.57,36
Madhya Pradesh,JABALPUR,167,19,270,7.8,Medium Black Clay,0.55,34
Madhya Pradesh,JANJGIR-CHAMPA,162,18,261,7.7,Medium Black Clay,0.53,37
Madhya Pradesh,JASHPUR,177,20,286,7.8,Medium Black Clay,0.58,35
Madhya Pradesh,JHABUA,170,19,275,7.5,Medium Black Clay,0.56,37
Madhya Pradesh,KABIRDHAM,170,19,275,7.4,Medium Black Clay,0.56,33
Madhya Pradesh,KANKER,172,19,278,7.5,Medium Black Clay,0.57,36
Madhya Pradesh,KATNI,167,19,270,7.8,Medium Black Clay,0.55,37
Madhya Pradesh,KHANDWA,173,19,280,7.4,Medium Black Clay,0.57,34
Madhya Pradesh,KHARGONE,177,20,286,7.8,Medium Black Clay,0.58,35
Madhya Pradesh,KORBA,180,20,292,7.8,Medium Black Clay,0.59,37
Madhya Pradesh,KOREA,180,20,292,7.4,Medium Black Clay,0.59,34
Madhya Pradesh,MAHASAMUND,170,19,275,7.4,Medium Black Clay,0.56,36
Madhya Pradesh,MANDLA,178,20,289,7.6,Medium Black Clay,0.59,36
Madhya Pradesh,MANDSAUR,162,18,261,7.8,Medium Black Clay,0.53,35
Madhya Pradesh,MORENA,160,18,258,7.4,Medium Black Clay,0.53,33
Madhya Pradesh,NARSINGHPUR,173,19,280,7.7,Medium Black Clay,0.57,34
Madhya Pradesh,NEEMUCH,163,18,264,7.5,Medium Black Clay,0.54,34
Madhya Pradesh,NIWARI,167,19,270,7.4,Medium Black Clay,0.55,37
Madhya Pradesh,PANNA,175,20,283,7.8,Medium Black Clay,0.58,36
Madhya Pradesh,RAIPUR,173,19,280,7.4,Medium Black Clay,0.57,33
Madhya Pradesh,RAISEN,162,18,261,7.5,Medium Black Clay,0.53,35
Madhya Pradesh,RAJGARH,173,19,280,7.6,Medium Black Clay,0.57,37
Madhya Pradesh,RAJNANDGAON,172,19,278,7.7,Medium Black Clay,0.57,36
Madhya Pradesh,RATLAM,175,20,283,7.4,Medium Black Clay,0.58,34
Madhya Pradesh,REWA,170,19,275,7.4,Medium Black Clay,0.56,35
Madhya Pradesh,SAGAR,175,20,283,7.4,Medium Black Clay,0.58,37
Madhya Pradesh,SATNA,162,18,261,7.8,Medium Black Clay,0.53,35
Madhya Pradesh,SEHORE,180,20,292,7.5,Medium Black Clay,0.59,37
Madhya Pradesh,SEONI,175,20,283,7.6,Medium Black Clay,0.58,35
Madhya Pradesh,SHAHDOL,173,19,280,7.4,Medium Black Clay,0.57,35
Madhya Pradesh,SHAJAPUR,177,20,286,7.5,Medium Black Clay,0.58,36
Madhya Pradesh,SHEOPUR,173,19,280,7.4,Medium Black Clay,0.57,37
Madhya Pradesh,SHIVPURI,160,18,258,7.5,Medium Black Clay,0.53,34
Madhya Pradesh,SIDHI,160,18,258,7.4,Medium Black Clay,0.53,35
Madhya Pradesh,SINGRAULI,168,19,272,7.5,Medium Black Clay,0.55,36
Madhya Pradesh,SURGUJA,165,18,267,7.5,Medium Black Clay,0.54,34
Madhya Pradesh,TIKAMGARH,168,19,272,7.4,Medium Black Clay,0.55,35
Madhya Pradesh,UJJAIN,178,20,289,7.7,Medium Black Clay,0.59,34
Madhya Pradesh,UMARIA,175,20,283,7.4,Medium Black Clay,0.58,34
Madhya Pradesh,VIDISHA,177,20,286,7.6,Medium Black Clay,0.58,34
Maharashtra,AHMEDNAGAR,155,17,277,7.8,Black Soil (Vertisol),0.56,38
Maharashtra,AKOLA,155,17,277,7.6,Black Soil (Vertisol),0.56,36
Maharashtra,AMRAVATI,162,18,289,7.8,Black Soil (Vertisol),0.59,40
Maharashtra,AURANGABAD,158,17,283,7.8,Black Soil (Vertisol),0.58,37
Maharashtra,BEED,160,17,286,8.0,Black Soil (Vertisol),0.58,40
Maharashtra,BHANDARA,163,18,292,7.8,Black Soil (Vertisol),0.59,36
Maharashtra,BULDHANA,155,17,277,8.0,Black Soil (Vertisol),0.56,37
Maharashtra,CHANDRAPUR,155,17,277,7.6,Black Soil (Vertisol),0.56,36
Maharashtra,DHULE,157,17,280,7.7,Black Soil (Vertisol),0.57,40
Maharashtra,GADCHIROLI,155,17,277,7.7,Black Soil (Vertisol),0.56,39
Maharashtra,GONDIA,155,17,277,7.9,Black Soil (Vertisol),0.56,38
Maharashtra,HINGOLI,155,17,277,7.9,Black Soil (Vertisol),0.56,38
Maharashtra,JALGAON,155,17,277,7.6,Black Soil (Vertisol),0.56,36
Maharashtra,JALNA,162,18,289,7.7,Black Soil (Vertisol),0.59,38
Maharashtra,KOLHAPUR,168,18,301,7.9,Black Soil (Vertisol),0.61,40
Maharashtra,LATUR,175,19,313,7.9,Black Soil (Vertisol),0.64,40
Maharashtra,MUMBAI,175,19,313,7.6,Black Soil (Vertisol),0.64,36
Maharashtra,MUMBAI SUBURBAN,158,17,283,7.8,Black Soil (Vertisol),0.58,36
Maharashtra,NAGPUR,158,17,283,8.0,Black Soil (Vertisol),0.58,39
Maharashtra,NANDED,175,19,313,8.0,Black Soil (Vertisol),0.64,39
Maharashtra,NANDURBAR,155,17,277,7.6,Black Soil (Vertisol),0.56,37
Maharashtra,NASHIK,160,17,286,7.8,Black Soil (Vertisol),0.58,38
Maharashtra,OSMANABAD,158,17,283,8.0,Black Soil (Vertisol),0.58,39
Maharashtra,PALGHAR,162,18,289,7.8,Black Soil (Vertisol),0.59,38
Maharashtra,PARBHANI,163,18,292,7.6,Black Soil (Vertisol),0.59,37
Maharashtra,PUNE,173,19,310,7.8,Black Soil (Vertisol),0.63,37
Maharashtra,RAIGAD,172,19,307,7.9,Black Soil (Vertisol),0.62,38
Maharashtra,RATNAGIRI,170,19,304,7.9,Black Soil (Vertisol),0.62,38
Maharashtra,SANGLI,155,17,277,8.0,Black Soil (Vertisol),0.56,39
Maharashtra,SATARA,173,19,310,7.8,Black Soil (Vertisol),0.63,39
Maharashtra,SINDHUDURG,173,19,310,8.0,Black Soil (Vertisol),0.63,37
Maharashtra,SOLAPUR,167,18,298,7.6,Black Soil (Vertisol),0.61,38
Maharashtra,THANE,173,19,310,7.9,Black Soil (Vertisol),0.63,39
Maharashtra,WARDHA,155,17,277,7.6,Black Soil (Vertisol),0.56,38
Maharashtra,WASHIM,160,17,286,7.8,Black Soil (Vertisol),0.58,38
Maharashtra,YAVATMAL,155,17,277,7.8,Black Soil (Vertisol),0.56,39
Manipur,BISHNUPUR,182,22,212,7.2,Alluvial Loam,0.56,36
Manipur,CHANDEL,169,21,197,7.4,Alluvial Loam,0.52,33
Manipur,CHURACHANDPUR,182,22,212,7.0,Alluvial Loam,0.56,34
Manipur,IMPHAL EAST,184,22,214,7.0,Alluvial Loam,0.56,35
Manipur,IMPHAL WEST,189,23,220,7.2,Alluvial Loam,0.58,35
Manipur,SENAPATI,180,22,210,7.3,Alluvial Loam,0.55,35
Manipur,TAMENGLONG,189,23,220,7.3,Alluvial Loam,0.58,36
Manipur,THOUBAL,187,23,218,7.4,Alluvial Loam,0.57,35
Manipur,UKHRUL,184,22,214,7.4,Alluvial Loam,0.56,34
Meghalaya,EAST GARO HILLS,189,23,220,7.2,Alluvial Loam,0.58,33
Meghalaya,EAST JAINTIA HILLS,184,22,214,7.4,Alluvial Loam,0.56,34
Meghalaya,EAST KHASI HILLS,182,22,212,7.4,Alluvial Loam,0.56,33
Meghalaya,NORTH GARO HILLS,175,21,204,7.2,Alluvial Loam,0.53,34
Meghalaya,RI BHOI,182,22,212,7.2,Alluvial Loam,0.56,35
Meghalaya,SOUTH GARO HILLS,178,22,208,7.4,Alluvial Loam,0.54,32
Meghalaya,SOUTH WEST GARO HILLS,176,22,206,7.4,Alluvial Loam,0.54,35
Meghalaya,SOUTH WEST KHASI HILLS,180,22,210,7.4,Alluvial Loam,0.55,35
Meghalaya,WEST GARO HILLS,169,21,197,7.0,Alluvial Loam,0.52,33
Meghalaya,WEST JAINTIA HILLS,173,21,202,7.2,Alluvial Loam,0.53,32
Meghalaya,WEST KHASI HILLS,187,23,218,7.1,Alluvial Loam,0.57,34
Mizoram,AIZAWL,182,22,212,7.3,Alluvial Loam,0.56,35
Mizoram,CHAMPHAI,171,21,200,7.2,Alluvial Loam,0.52,33
Mizoram,KOLASIB,184,22,214,7.4,Alluvial Loam,0.56,33
Mizoram,LAWNGTLAI,169,21,197,7.0,Alluvial Loam,0.52,34
Mizoram,LUNGLEI,187,23,218,7.2,Alluvial Loam,0.57,32
Mizoram,MAMIT,171,21,200,7.3,Alluvial Loam,0.52,35
Mizoram,SAIHA,185,23,216,7.3,Alluvial Loam,0.57,34
Mizoram,SERCHHIP,189,23,220,7.4,Alluvial Loam,0.58,33
Nagaland,DIMAPUR,189,23,220,7.0,Alluvial Loam,0.58,35
Nagaland,KIPHIRE,176,22,206,7.4,Alluvial Loam,0.54,33
Nagaland,KOHIMA,169,21,197,7.0,Alluvial Loam,0.52,35
Nagaland,LONGLENG,171,21,200,7.3,Alluvial Loam,0.52,35
Nagaland,MOKOKCHUNG,171,21,200,7.2,Alluvial Loam,0.52,33
Nagaland,MON,169,21,197,7.1,Alluvial Loam,0.52,36
Nagaland,PEREN,191,23,223,7.3,Alluvial Loam,0.58,32
Nagaland,PHEK,169,21,197,7.3,Alluvial Loam,0.52,35
Nagaland,TUENSANG,173,21,202,7.0,Alluvial Loam,0.53,33
Nagaland,WOKHA,184,22,214,7.1,Alluvial Loam,0.56,35
Nagaland,ZUNHEBOTO,191,23,223,7.4,Alluvial Loam,0.58,34
Odisha,ANUGUL,195,21,175,5.8,Red Sandy / Coastal Alluvial,0.65,38
Odisha,BALANGIR,195,21,175,6.1,Red Sandy / Coastal Alluvial,0.65,37
Odisha,BALESHWAR,191,21,172,5.7,Red Sandy / Coastal Alluvial,0.64,36
Odisha,BARGARH,205,22,184,6.0,Red Sandy / Coastal Alluvial,0.68,38
Odisha,BHADRAK,187,20,168,6.0,Red Sandy / Coastal Alluvial,0.62,38
Odisha,BOUDH,199,21,178,5.8,Red Sandy / Coastal Alluvial,0.66,39
Odisha,CUTTACK,195,21,175,6.0,Red Sandy / Coastal Alluvial,0.65,37
Odisha,DEOGARH,203,22,182,5.8,Red Sandy / Coastal Alluvial,0.68,37
Odisha,DHENKANAL,185,20,166,5.7,Red Sandy / Coastal Alluvial,0.62,40
Odisha,GAJAPATI,197,21,177,6.1,Red Sandy / Coastal Alluvial,0.66,39
Odisha,GANJAM,193,21,173,5.7,Red Sandy / Coastal Alluvial,0.64,36
Odisha,JAGATSINGHAPUR,191,21,172,6.0,Red Sandy / Coastal Alluvial,0.64,39
Odisha,JAJAPUR,191,21,172,6.0,Red Sandy / Coastal Alluvial,0.64,39
Odisha,JHARSUGUDA,203,22,182,5.9,Red Sandy / Coastal Alluvial,0.68,38
Odisha,KALAHANDI,207,22,186,6.1,Red Sandy / Coastal Alluvial,0.69,39
Odisha,KANDHAMAL,205,22,184,5.9,Red Sandy / Coastal Alluvial,0.68,37
Odisha,KENDRAPARA,207,22,186,6.1,Red Sandy / Coastal Alluvial,0.69,38
Odisha,KENDUJHAR,199,21,178,6.1,Red Sandy / Coastal Alluvial,0.66,36
Odisha,KHORDHA,189,20,170,6.0,Red Sandy / Coastal Alluvial,0.63,36
Odisha,KORAPUT,189,20,170,5.9,Red Sandy / Coastal Alluvial,0.63,36
Odisha,MALKANGIRI,189,20,170,6.0,Red Sandy / Coastal Alluvial,0.63,38
Odisha,MAYURBHANJ,193,21,173,5.9,Red Sandy / Coastal Alluvial,0.64,37
Odisha,NABARANGPUR,183,20,164,5.9,Red Sandy / Coastal Alluvial,0.61,37
Odisha,NAYAGARH,203,22,182,5.9,Red Sandy / Coastal Alluvial,0.68,38
Odisha,NUAPADA,185,20,166,6.1,Red Sandy / Coastal Alluvial,0.62,40
Odisha,PURI,197,21,177,5.7,Red Sandy / Coastal Alluvial,0.66,37
Odisha,RAYAGADA,201,22,180,6.1,Red Sandy / Coastal Alluvial,0.67,38
Odisha,SAMBALPUR,201,22,180,5.7,Red Sandy / Coastal Alluvial,0.67,40
Odisha,SONEPUR,187,20,168,6.1,Red Sandy / Coastal Alluvial,0.62,38
Odisha,SUNDARGARH,199,21,178,5.7,Red Sandy / Coastal Alluvial,0.66,40
Puducherry,KARAIKAL,180,22,210,7.4,Alluvial Loam,0.55,33
Puducherry,MAHE,185,23,216,7.1,Alluvial Loam,0.57,33
Puducherry,PONDICHERRY,175,21,204,7.0,Alluvial Loam,0.53,35
Puducherry,YANAM,185,23,216,7.2,Alluvial Loam,0.57,35
Punjab,AMRITSAR,229,31,250,7.3,Alluvial Loam,0.64,35
Punjab,BARNALA,222,30,242,7.5,Alluvial Loam,0.63,36
Punjab,BATHINDA,216,29,235,7.3,Alluvial Loam,0.61,37
Punjab,FARIDKOT,227,31,247,7.7,Alluvial Loam,0.64,37
Punjab,FATEHGARH SAHIB,220,30,240,7.7,Alluvial Loam,0.62,34
Punjab,FAZILKA,207,28,226,7.7,Alluvial Loam,0.58,34
Punjab,FIROZEPUR,209,28,228,7.3,Alluvial Loam,0.59,33
Punjab,GURDASPUR,222,30,242,7.6,Alluvial Loam,0.63,34
Punjab,HOSHIARPUR,222,30,242,7.3,Alluvial Loam,0.63,34
Punjab,JALANDHAR,227,31,247,7.5,Alluvial Loam,0.64,35
Punjab,KAPURTHALA,218,30,238,7.3,Alluvial Loam,0.61,33
Punjab,LUDHIANA,213,29,233,7.5,Alluvial Loam,0.6,34
Punjab,MANSA,220,30,240,7.7,Alluvial Loam,0.62,35
Punjab,MOGA,211,29,230,7.7,Alluvial Loam,0.6,36
Punjab,MUKTSAR,216,29,235,7.4,Alluvial Loam,0.61,36
Punjab,NAWANSHAHR,207,28,226,7.7,Alluvial Loam,0.58,34
Punjab,PATHANKOT,218,30,238,7.6,Alluvial Loam,0.61,34
Punjab,PATIALA,220,30,240,7.5,Alluvial Loam,0.62,35
Punjab,RUPNAGAR,220,30,240,7.6,Alluvial Loam,0.62,35
Punjab,S,233,32,254,7.7,Alluvial Loam,0.66,35
Punjab,SANGRUR,216,29,235,7.7,Alluvial Loam,0.61,35
Punjab,SHAHID BHAGAT SINGH NAGAR,233,32,254,7.5,Alluvial Loam,0.66,36
Punjab,TARN TARAN,207,28,226,7.5,Alluvial Loam,0.58,36
Rajasthan,AJMER,132,15,220,8.1,Desert Sand / Alluvial,0.31,25
Rajasthan,ALWAR,132,15,220,8.4,Desert Sand / Alluvial,0.31,25
Rajasthan,BANSWARA,132,15,220,8.1,Desert Sand / Alluvial,0.31,25
Rajasthan,BARAN,130,14,216,8.0,Desert Sand / Alluvial,0.31,26
Rajasthan,BARMER,130,14,216,8.0,Desert Sand / Alluvial,0.31,24
Rajasthan,BHARATPUR,135,15,225,8.0,Desert Sand / Alluvial,0.32,24
Rajasthan,BHILWARA,128,14,214,8.3,Desert Sand / Alluvial,0.3,24
Rajasthan,BIKANER,143,16,238,8.0,Desert Sand / Alluvial,0.34,26
Rajasthan,BUNDI,142,16,236,8.0,Desert Sand / Alluvial,0.34,26
Rajasthan,CHITTORGARH,139,15,232,8.3,Desert Sand / Alluvial,0.33,26
Rajasthan,CHURU,136,15,227,8.0,Desert Sand / Alluvial,0.32,25
Rajasthan,DAUSA,131,15,218,8.0,Desert Sand / Alluvial,0.31,26
Rajasthan,DHOLPUR,142,16,236,8.2,Desert Sand / Alluvial,0.34,26
Rajasthan,DUNGARPUR,135,15,225,8.1,Desert Sand / Alluvial,0.32,25
Rajasthan,GANGANAGAR,136,15,227,8.1,Desert Sand / Alluvial,0.32,25
Rajasthan,HANUMANGARH,134,15,223,8.1,Desert Sand / Alluvial,0.32,24
Rajasthan,JAIPUR,143,16,238,8.1,Desert Sand / Alluvial,0.34,26
Rajasthan,JAISALMER,132,15,220,8.3,Desert Sand / Alluvial,0.31,24
Rajasthan,JALORE,142,16,236,8.3,Desert Sand / Alluvial,0.34,24
Rajasthan,JHALAWAR,136,15,227,8.4,Desert Sand / Alluvial,0.32,24
Rajasthan,JHUNJHUNU,143,16,238,8.3,Desert Sand / Alluvial,0.34,26
Rajasthan,JODHPUR,131,15,218,8.2,Desert Sand / Alluvial,0.31,24
Rajasthan,KARAULI,142,16,236,8.3,Desert Sand / Alluvial,0.34,26
Rajasthan,KOTA,143,16,238,8.2,Desert Sand / Alluvial,0.34,25
Rajasthan,NAGAUR,136,15,227,8.0,Desert Sand / Alluvial,0.32,24
Rajasthan,PALI,127,14,212,8.0,Desert Sand / Alluvial,0.3,26
Rajasthan,PRATAPGARH,135,15,225,8.3,Desert Sand / Alluvial,0.32,24
Rajasthan,RAJSAMAND,128,14,214,8.0,Desert Sand / Alluvial,0.3,24
Rajasthan,SAWAI MADHOPUR,138,15,230,8.3,Desert Sand / Alluvial,0.33,26
Rajasthan,SIKAR,134,15,223,8.1,Desert Sand / Alluvial,0.32,24
Rajasthan,SIROHI,139,15,232,8.0,Desert Sand / Alluvial,0.33,25
Rajasthan,TONK,136,15,227,8.2,Desert Sand / Alluvial,0.32,26
Rajasthan,UDAIPUR,130,14,216,8.0,Desert Sand / Alluvial,0.31,24
Sikkim,EAST DISTRICT,169,21,197,7.4,Alluvial Loam,0.52,34
Sikkim,NORTH DISTRICT,187,23,218,7.2,Alluvial Loam,0.57,32
Sikkim,SOUTH DISTRICT,180,22,210,7.4,Alluvial Loam,0.55,33
Sikkim,WEST DISTRICT,173,21,202,7.0,Alluvial Loam,0.53,33
Tamil Nadu,ARIYALUR,171,22,200,6.9,Red / Black Loam,0.51,34
Tamil Nadu,CHENGALPATTU,169,22,197,7.3,Red / Black Loam,0.51,34
Tamil Nadu,CHENNAI,185,24,216,7.3,Red / Black Loam,0.56,31
Tamil Nadu,COIMBATORE,191,24,223,6.9,Red / Black Loam,0.57,33
Tamil Nadu,CUDDALORE,189,24,220,7.2,Red / Black Loam,0.57,31
Tamil Nadu,DHARMAPURI,173,22,202,7.1,Red / Black Loam,0.52,33
Tamil Nadu,DINDIGUL,184,23,214,7.1,Red / Black Loam,0.55,34
Tamil Nadu,ERODE,191,24,223,7.2,Red / Black Loam,0.57,34
Tamil Nadu,KALLAKURICHI,175,22,204,7.1,Red / Black Loam,0.52,35
Tamil Nadu,KANCHIPURAM,175,22,204,6.9,Red / Black Loam,0.52,32
Tamil Nadu,KANNIYAKUMARI,180,23,210,7.2,Red / Black Loam,0.54,34
Tamil Nadu,KARUR,178,23,208,6.9,Red / Black Loam,0.53,32
Tamil Nadu,KRISHNAGIRI,184,23,214,6.9,Red / Black Loam,0.55,34
Tamil Nadu,MADURAI,189,24,220,7.1,Red / Black Loam,0.57,32
Tamil Nadu,NAGAPATTINAM,191,24,223,7.0,Red / Black Loam,0.57,34
Tamil Nadu,NAMAKKAL,171,22,200,7.2,Red / Black Loam,0.51,32
Tamil Nadu,PERAMBALUR,182,23,212,6.9,Red / Black Loam,0.55,34
Tamil Nadu,PUDUKKOTTAI,189,24,220,7.0,Red / Black Loam,0.57,34
Tamil Nadu,RAMANATHAPURAM,185,24,216,7.0,Red / Black Loam,0.56,32
Tamil Nadu,RANIPET,176,23,206,7.2,Red / Black Loam,0.53,33
Tamil Nadu,SALEM,189,24,220,6.9,Red / Black Loam,0.57,32
Tamil Nadu,SIVAGANGA,175,22,204,7.0,Red / Black Loam,0.52,32
Tamil Nadu,TENKASI,180,23,210,7.0,Red / Black Loam,0.54,35
Tamil Nadu,THANJAVUR,189,24,220,6.9,Red / Black Loam,0.57,32
Tamil Nadu,THE NILGIRIS,184,23,214,7.3,Red / Black Loam,0.55,32
Tamil Nadu,THENI,189,24,220,6.9,Red / Black Loam,0.57,32
Tamil Nadu,THIRUVALLUR,187,24,218,7.1,Red / Black Loam,0.56,34
Tamil Nadu,THIRUVARUR,175,22,204,7.2,Red / Black Loam,0.52,33
Tamil Nadu,THOOTHUKUDI,178,23,208,7.1,Red / Black Loam,0.53,34
Tamil Nadu,TIRUCHIRAPPALLI,184,23,214,7.2,Red / Black Loam,0.55,34
Tamil Nadu,TIRUNELVELI,191,24,223,7.1,Red / Black Loam,0.57,33
Tamil Nadu,TIRUPATHUR,182,23,212,7.0,Red / Black Loam,0.55,33
Tamil Nadu,TIRUPPUR,180,23,210,7.1,Red / Black Loam,0.54,34
Tamil Nadu,TIRUVANNAMALAI,178,23,208,7.3,Red / Black Loam,0.53,35
Tamil Nadu,TUTICORIN,185,24,216,7.3,Red / Black Loam,0.56,34
Tamil Nadu,VELLORE,171,22,200,7.2,Red / Black Loam,0.51,34
Tamil Nadu,VILLUPURAM,173,22,202,7.2,Red / Black Loam,0.52,31
Tamil Nadu,VIRUDHUNAGAR,180,23,210,6.9,Red / Black Loam,0.54,33
Telangana,ADILABAD,175,20,230,7.3,Red Sandy / Medium Black,0.52,32
Telangana,BHADRADRI,172,20,225,7.2,Red Sandy / Medium Black,0.51,33
Telangana,DADRA AND NAGAR HAVELI,164,19,216,7.4,Red Sandy / Medium Black,0.49,33
Telangana,DAMAN,182,21,239,7.5,Red Sandy / Medium Black,0.54,31
Telangana,DIU,184,21,242,7.2,Red Sandy / Medium Black,0.55,34
Telangana,HANUMAKONDA,175,20,230,7.5,Red Sandy / Medium Black,0.52,34
Telangana,JAGITIAL,164,19,216,7.2,Red Sandy / Medium Black,0.49,32
Telangana,JANGOAN,164,19,216,7.4,Red Sandy / Medium Black,0.49,33
Telangana,JAYASHANKAR,170,19,223,7.5,Red Sandy / Medium Black,0.5,33
Telangana,JOGULAMBA,170,19,223,7.3,Red Sandy / Medium Black,0.5,34
Telangana,KAMAREDDY,180,21,237,7.4,Red Sandy / Medium Black,0.54,31
Telangana,KARIMNAGAR,175,20,230,7.1,Red Sandy / Medium Black,0.52,35
