id,kvk_name,state,district,host_institution,latitude,longitude,phone,pincode
kvk_241,"Krishi Vigyan Kendra, LAHUL AND SPITI",Himachal Pradesh,LAHUL AND SPITI,,,,+91-021-87669,217556
kvk_242,"Krishi Vigyan Kendra, MANDI",Himachal Pradesh,MANDI,,,,+91-013-99234,139122
kvk_243,"Krishi Vigyan Kendra, SHIMLA",Himachal Pradesh,SHIMLA,,,,+91-065-49120,659045
kvk_244,"Krishi Vigyan Kendra, SIRMAUR",Himachal Pradesh,SIRMAUR,,,,+91-050-70985,500834
kvk_245,"Krishi Vigyan Kendra, SOLAN",Himachal Pradesh,SOLAN,,,,+91-043-38569,438453
kvk_246,"Krishi Vigyan Kendra, UNA",Himachal Pradesh,UNA,,,,+91-061-62034,611977
kvk_247,"Krishi Vigyan Kendra, ANANTNAG",Jammu and Kashmir,ANANTNAG,,,,+91-014-15382,145295
kvk_248,"Krishi Vigyan Kendra, BADGAM",Jammu and Kashmir,BADGAM,,,,+91-065-11367,651361
kvk_249,"Krishi Vigyan Kendra, BANDIPORA",Jammu and Kashmir,BANDIPORA,,,,+91-087-58250,878242
kvk_250,"Krishi Vigyan Kendra, BARAMULLA",Jammu and Kashmir,BARAMULLA,,,,+91-055-66568,556555
kvk_251,"Krishi Vigyan Kendra, DODA",Jammu and Kashmir,DODA,,,,+91-017-79134,179004
kvk_252,"Krishi Vigyan Kendra, GANDERBAL",Jammu and Kashmir,GANDERBAL,,,,+91-026-47731,267643
kvk_253,"Krishi Vigyan Kendra, JAMMU",Jammu and Kashmir,JAMMU,,,,+91-022-96750,226585
kvk_254,"Krishi Vigyan Kendra, KARGIL",Jammu and Kashmir,KARGIL,,,,+91-060-51178,601017
kvk_255,"Krishi Vigyan Kendra, KATHUA",Jammu and Kashmir,KATHUA,,,,+91-035-15028,354982
kvk_256,"Krishi Vigyan Kendra, KISHTWAR",Jammu and Kashmir,KISHTWAR,,,,+91-059-74642,594620
kvk_257,"Krishi Vigyan Kendra, KULGAM",Jammu and Kashmir,KULGAM,,,,+91-041-17299,417157
kvk_258,"Krishi Vigyan Kendra, KUPWARA",Jammu and Kashmir,KUPWARA,,,,+91-077-77211,777057
kvk_259,"Krishi Vigyan Kendra, LEH LADAKH",Jammu and Kashmir,LEH LADAKH,,,,+91-041-12471,412459
kvk_260,"Krishi Vigyan Kendra, POONCH",Jammu and Kashmir,POONCH,,,,+91-083-12997,832885
kvk_261,"Krishi Vigyan Kendra, PULWAMA",Jammu and Kashmir,PULWAMA,,,,+91-078-51941,781908
kvk_262,"Krishi Vigyan Kendra, RAJAURI",Jammu and Kashmir,RAJAURI,,,,+91-076-69366,769212
kvk_263,"Krishi Vigyan Kendra, RAMBAN",Jammu and Kashmir,RAMBAN,,,,+91-037-65766,375625
kvk_264,"Krishi Vigyan Kendra, REASI",Jammu and Kashmir,REASI,,,,+91-083-13761,833597
kvk_265,"Krishi Vigyan Kendra, SAMBA",Jammu and Kashmir,SAMBA,,,,+91-029-10922,290764
kvk_266,"Krishi Vigyan Kendra, SHOPIAN",Jammu and Kashmir,SHOPIAN,,,,+91-074-73157,743142
kvk_267,"Krishi Vigyan Kendra, SRINAGAR",Jammu and Kashmir,SRINAGAR,,,,+91-019-36493,196475
kvk_268,"Krishi Vigyan Kendra, UDHAMPUR",Jammu and Kashmir,UDHAMPUR,,,,+91-057-25838,575781
kvk_269,"Krishi Vigyan Kendra, BOKARO",Jharkhand,BOKARO,,,,+91-050-16555,506386
kvk_270,"Krishi Vigyan Kendra, CHATRA",Jharkhand,CHATRA,,,,+91-063-51915,631771
kvk_271,"Krishi Vigyan Kendra, DEOGHAR",Jharkhand,DEOGHAR,,,,+91-082-33070,822889
kvk_272,"Krishi Vigyan Kendra, DHANBAD",Jharkhand,DHANBAD,,,,+91-036-52220,362209
kvk_273,"Krishi Vigyan Kendra, DUMKA",Jharkhand,DUMKA,,,,+91-059-46521,596438
kvk_274,"Krishi Vigyan Kendra, EAST SINGHBUM",Jharkhand,EAST SINGHBUM,,,,+91-019-96359,196177
kvk_275,"Krishi Vigyan Kendra, GARHWA",Jharkhand,GARHWA,,,,+91-073-93438,733276
kvk_276,"Krishi Vigyan Kendra, GIRIDIH",Jharkhand,GIRIDIH,,,,+91-078-88180,788026
kvk_277,"Krishi Vigyan Kendra, GODDA",Jharkhand,GODDA,,,,+91-015-21626,151539
kvk_278,"Krishi Vigyan Kendra, GUMLA",Jharkhand,GUMLA,,,,+91-075-56893,756765
kvk_279,"Krishi Vigyan Kendra, HAZARIBAGH",Jharkhand,HAZARIBAGH,,,,+91-081-27239,817084
kvk_280,"Krishi Vigyan Kendra, JAMTARA",Jharkhand,JAMTARA,,,,+91-023-43750,233567
kvk_281,"Krishi Vigyan Kendra, KHUNTI",Jharkhand,KHUNTI,,,,+91-035-44283,354272
kvk_282,"Krishi Vigyan Kendra, KODERMA",Jharkhand,KODERMA,,,,+91-068-77383,687334
kvk_283,"Krishi Vigyan Kendra, LATEHAR",Jharkhand,LATEHAR,,,,+91-030-56287,306268
kvk_284,"Krishi Vigyan Kendra, LOHARDAGA",Jharkhand,LOHARDAGA,,,,+91-067-93132,673014
kvk_285,"Krishi Vigyan Kendra, PAKUR",Jharkhand,PAKUR,,,,+91-075-56166,756064
kvk_286,"Krishi Vigyan Kendra, PALAMU",Jharkhand,PALAMU,,,,+91-024-54908,244751
kvk_287,"Krishi Vigyan Kendra, RAMGARH",Jharkhand,RAMGARH,,,,+91-060-85106,605006
kvk_288,"Krishi Vigyan Kendra, RANCHI",Jharkhand,RANCHI,,,,+91-083-42082,831927
kvk_289,"Krishi Vigyan Kendra, SAHEBGANJ",Jharkhand,SAHEBGANJ,,,,+91-049-98929,498865
kvk_290,"Krishi Vigyan Kendra, SARAIKELA KHARSAWAN",Jharkhand,SARAIKELA KHARSAWAN,,,,+91-076-39209,769072
kvk_291,"Krishi Vigyan Kendra, SIMDEGA",Jharkhand,SIMDEGA,,,,+91-055-39473,559451
kvk_292,"Krishi Vigyan Kendra, WEST SINGHBHUM",Jharkhand,WEST SINGHBHUM,,,,+91-034-92692,342517
kvk_293,"Krishi Vigyan Kendra, BAGALKOT",Karnataka,BAGALKOT,,,,+91-036-83219,363087
kvk_294,"Krishi Vigyan Kendra, BAGALKOTE",Karnataka,BAGALKOTE,,,,+91-032-79912,329867
kvk_295,"Krishi Vigyan Kendra, BALLARI",Karnataka,BALLARI,,,,+91-049-31297,491267
kvk_296,"Krishi Vigyan Kendra, BANGALORE RURAL",Karnataka,BANGALORE RURAL,,,,+91-059-45077,594942
kvk_297,"Krishi Vigyan Kendra, BELAGAVI",Karnataka,BELAGAVI,,,,+91-081-83569,813484
kvk_298,"Krishi Vigyan Kendra, BELGAUM",Karnataka,BELGAUM,,,,+91-018-28863,188689
kvk_299,"Krishi Vigyan Kendra, BELLARY",Karnataka,BELLARY,,,,+91-065-12437,652379
kvk_300,"Krishi Vigyan Kendra, BENGALURU URBAN",Karnataka,BENGALURU URBAN,,,,+91-062-12013,621938
kvk_301,"Krishi Vigyan Kendra, BIDAR",Karnataka,BIDAR,,,,+91-050-76434,506309
kvk_302,"Krishi Vigyan Kendra, BIJAPUR",Karnataka,BIJAPUR,,,,+91-048-22298,482190
kvk_303,"Krishi Vigyan Kendra, CHAMARAJANAGAR",Karnataka,CHAMARAJANAGAR,,,,+91-037-63779,373690
kvk_304,"Krishi Vigyan Kendra, CHAMARAJANAGARA",Karnataka,CHAMARAJANAGARA,,,,+91-053-73413,533253
kvk_305,"Krishi Vigyan Kendra, CHIKBALLAPUR",Karnataka,CHIKBALLAPUR,,,,+91-069-28796,698651
kvk_306,"Krishi Vigyan Kendra, CHIKKABALLAPURA",Karnataka,CHIKKABALLAPURA,,,,+91-018-84898,184872
kvk_307,"Krishi Vigyan Kendra, CHIKKAMAGALURU",Karnataka,CHIKKAMAGALURU,,,,+91-061-93553,613505
kvk_308,"Krishi Vigyan Kendra, CHIKMAGALUR",Karnataka,CHIKMAGALUR,,,,+91-071-79902,719766
kvk_309,"Krishi Vigyan Kendra, CHITRADURGA",Karnataka,CHITRADURGA,,,,+91-016-95953,165780
kvk_310,"Krishi Vigyan Kendra, DAKSHIN KANNAD",Karnataka,DAKSHIN KANNAD,,,,+91-040-33910,403751
kvk_311,"Krishi Vigyan Kendra, DAKSHINA KANNADA",Karnataka,DAKSHINA KANNADA,,,,+91-067-96729,676715
kvk_312,"Krishi Vigyan Kendra, DAVANGERE",Karnataka,DAVANGERE,,,,+91-014-41121,141069
kvk_313,"Krishi Vigyan Kendra, DHARWAD",Karnataka,DHARWAD,,,,+91-013-98439,138353
kvk_314,"Krishi Vigyan Kendra, GADAG",Karnataka,GADAG,,,,+91-029-71745,291631
kvk_315,"Krishi Vigyan Kendra, GULBARGA",Karnataka,GULBARGA,,,,+91-079-93399,793323
kvk_316,"Krishi Vigyan Kendra, HASSAN",Karnataka,HASSAN,,,,+91-017-11617,171443
kvk_317,"Krishi Vigyan Kendra, HAVERI",Karnataka,HAVERI,,,,+91-076-94446,764275
kvk_318,"Krishi Vigyan Kendra, KALABURAGI",Karnataka,KALABURAGI,,,,+91-066-56181,666054
kvk_319,"Krishi Vigyan Kendra, KODAGU",Karnataka,KODAGU,,,,+91-083-14858,834824
kvk_320,"Krishi Vigyan Kendra, KOLAR",Karnataka,KOLAR,,,,+91-056-19638,569607
kvk_321,"Krishi Vigyan Kendra, KOPPAL",Karnataka,KOPPAL,,,,+91-013-92780,132720
kvk_322,"Krishi Vigyan Kendra, MANDYA",Karnataka,MANDYA,,,,+91-050-44017,503857
kvk_323,"Krishi Vigyan Kendra, MYSORE",Karnataka,MYSORE,,,,+91-081-81030,810893
kvk_324,"Krishi Vigyan Kendra, MYSURU",Karnataka,MYSURU,,,,+91-053-42945,532906
kvk_325,"Krishi Vigyan Kendra, RAICHUR",Karnataka,RAICHUR,,,,+91-059-42473,592416
kvk_326,"Krishi Vigyan Kendra, RAMANAGARA",Karnataka,RAMANAGARA,,,,+91-088-97244,887089
kvk_327,"Krishi Vigyan Kendra, SHIMOGA",Karnataka,SHIMOGA,,,,+91-016-97231,167214
kvk_328,"Krishi Vigyan Kendra, SHIVAMOGGA",Karnataka,SHIVAMOGGA,,,,+91-036-87522,367390
kvk_329,"Krishi Vigyan Kendra, TUMAKURU",Karnataka,TUMAKURU,,,,+91-080-14051,803896
kvk_330,"Krishi Vigyan Kendra, TUMKUR",Karnataka,TUMKUR,,,,+91-033-54034,333980
kvk_331,"Krishi Vigyan Kendra, UDUPI",Karnataka,UDUPI,,,,+91-043-98691,438567
kvk_332,"Krishi Vigyan Kendra, UTTAR KANNAD",Karnataka,UTTAR KANNAD,,,,+91-013-92448,132388
kvk_333,"Krishi Vigyan Kendra, UTTARA KANNADA",Karnataka,UTTARA KANNADA,,,,+91-042-29286,429170
kvk_334,"Krishi Vigyan Kendra, VIJAYAPURA",Karnataka,VIJAYAPURA,,,,+91-056-46502,566402
kvk_335,"Krishi Vigyan Kendra, YADAGIRI",Karnataka,YADAGIRI,,,,+91-060-56508,606347
kvk_336,"Krishi Vigyan Kendra, YADGIR",Karnataka,YADGIR,,,,+91-060-23382,603238
kvk_337,"Krishi Vigyan Kendra, ALAPPUZHA",Kerala,ALAPPUZHA,,,,+91-019-95116,194986
kvk_338,"Krishi Vigyan Kendra, ERNAKULAM",Kerala,ERNAKULAM,,,,+91-019-97404,197378
kvk_339,"Krishi Vigyan Kendra, IDUKKI",Kerala,IDUKKI,,,,+91-012-88514,128402
kvk_340,"Krishi Vigyan Kendra, KANNUR",Kerala,KANNUR,,,,+91-050-75623,505446
kvk_341,"Krishi Vigyan Kendra, KASARAGOD",Kerala,KASARAGOD,,,,+91-027-58181,278171
kvk_342,"Krishi Vigyan Kendra, KOLLAM",Kerala,KOLLAM,,,,+91-031-32615,312457
kvk_343,"Krishi Vigyan Kendra, KOTTAYAM",Kerala,KOTTAYAM,,,,+91-086-76499,866422
kvk_344,"Krishi Vigyan Kendra, KOZHIKODE",Kerala,KOZHIKODE,,,,+91-011-12460,112434
kvk_345,"Krishi Vigyan Kendra, MALAPPURAM",Kerala,MALAPPURAM,,,,+91-049-31015,491011
kvk_346,"Krishi Vigyan Kendra, PALAKKAD",Kerala,PALAKKAD,,,,+91-018-54657,184518
kvk_347,"Krishi Vigyan Kendra, PATHANAMTHITTA",Kerala,PATHANAMTHITTA,,,,+91-082-32010,821881
kvk_348,"Krishi Vigyan Kendra, THIRUVANANTHAPURAM",Kerala,THIRUVANANTHAPURAM,,,,+91-086-14362,864241
kvk_349,"Krishi Vigyan Kendra, THRISSUR",Kerala,THRISSUR,,,,+91-067-91529,671437
kvk_350,"Krishi Vigyan Kendra, WAYANAD",Kerala,WAYANAD,,,,+91-041-44549,414468
kvk_351,"Krishi Vigyan Kendra, KARGIL",Laddakh,KARGIL,,,,+91-081-25144,815041
kvk_352,"Krishi Vigyan Kendra, AGAR MALWA",Madhya Pradesh,AGAR MALWA,,,,+91-026-70825,260694
kvk_353,"Krishi Vigyan Kendra, ALIRAJPUR",Madhya Pradesh,ALIRAJPUR,,,,+91-086-15822,865701
kvk_354,"Krishi Vigyan Kendra, ANUPPUR",Madhya Pradesh,ANUPPUR,,,,+91-052-33713,523622
kvk_355,"Krishi Vigyan Kendra, ASHOKNAGAR",Madhya Pradesh,ASHOKNAGAR,,,,+91-046-95984,465981
kvk_356,"Krishi Vigyan Kendra, BALAGHAT",Madhya Pradesh,BALAGHAT,,,,+91-051-21818,511675
kvk_357,"Krishi Vigyan Kendra, BARWANI",Madhya Pradesh,BARWANI,,,,+91-039-29759,399600
kvk_358,"Krishi Vigyan Kendra, BASTAR",Madhya Pradesh,BASTAR,,,,+91-068-45598,685540
kvk_359,"Krishi Vigyan Kendra, BETUL",Madhya Pradesh,BETUL,,,,+91-088-95464,885335
kvk_360,"Krishi Vigyan Kendra, BHIND",Madhya Pradesh,BHIND,,,,+91-047-49853,479728
kvk_361,"Krishi Vigyan Kendra, BHOPAL",Madhya Pradesh,BHOPAL,,,,+91-088-32798,882781
kvk_362,"Krishi Vigyan Kendra, BILASPUR",Madhya Pradesh,BILASPUR,,,,+91-026-13731,263556
kvk_363,"Krishi Vigyan Kendra, BURHANPUR",Madhya Pradesh,BURHANPUR,,,,+91-083-46680,836499
kvk_364,"Krishi Vigyan Kendra, CHHATARPUR",Madhya Pradesh,CHHATARPUR,,,,+91-022-38133,228132
kvk_365,"Krishi Vigyan Kendra, CHHINDWARA",Madhya Pradesh,CHHINDWARA,,,,+91-022-61652,221504
kvk_366,"Krishi Vigyan Kendra, DAMOH",Madhya Pradesh,DAMOH,,,,+91-084-21913,841905
kvk_367,"Krishi Vigyan Kendra, DANTEWADA",Madhya Pradesh,DANTEWADA,,,,+91-058-93337,583220
kvk_368,"Krishi Vigyan Kendra, DATIA",Madhya Pradesh,DATIA,,,,+91-084-53932,843829
kvk_369,"Krishi Vigyan Kendra, DEWAS",Madhya Pradesh,DEWAS,,,,+91-077-70172,770096
kvk_370,"Krishi Vigyan Kendra, DHAMTARI",Madhya Pradesh,DHAMTARI,,,,+91-087-60023,879937
kvk_371,"Krishi Vigyan Kendra, DHAR",Madhya Pradesh,DHAR,,,,+91-088-37805,887632
kvk_372,"Krishi Vigyan Kendra, DINDORI",Madhya Pradesh,DINDORI,,,,+91-061-99519,619367
kvk_373,"Krishi Vigyan Kendra, DURG",Madhya Pradesh,DURG,,,,+91-084-83818,843750
kvk_374,"Krishi Vigyan Kendra, GUNA",Madhya Pradesh,GUNA,,,,+91-022-96517,226482
kvk_375,"Krishi Vigyan Kendra, GWALIOR",Madhya Pradesh,GWALIOR,,,,+91-019-62575,192566
kvk_376,"Krishi Vigyan Kendra, HARDA",Madhya Pradesh,HARDA,,,,+91-077-78475,778373
kvk_377,"Krishi Vigyan Kendra, HOSHANGABAD",Madhya Pradesh,HOSHANGABAD,,,,+91-014-71079,141036
kvk_378,"Krishi Vigyan Kendra, INDORE",Madhya Pradesh,INDORE,,,,+91-025-30937,250927
kvk_379,"Krishi Vigyan Kendra, JABALPUR",Madhya Pradesh,JABALPUR,,,,+91-060-29569,609529
kvk_380,"Krishi Vigyan Kendra, JANJGIR-CHAMPA",Madhya Pradesh,JANJGIR-CHAMPA,,,,+91-085-95762,855668
kvk_381,"Krishi Vigyan Kendra, JASHPUR",Madhya Pradesh,JASHPUR,,,,+91-064-94952,644895
kvk_382,"Krishi Vigyan Kendra, JHABUA",Madhya Pradesh,JHABUA,,,,+91-083-14907,834899
kvk_383,"Krishi Vigyan Kendra, KABIRDHAM",Madhya Pradesh,KABIRDHAM,,,,+91-036-53309,363246
kvk_384,"Krishi Vigyan Kendra, KANKER",Madhya Pradesh,KANKER,,,,+91-066-81286,661246
kvk_385,"Krishi Vigyan Kendra, KATNI",Madhya Pradesh,KATNI,,,,+91-037-69414,379299
kvk_386,"Krishi Vigyan Kendra, KHANDWA",Madhya Pradesh,KHANDWA,,,,+91-023-74969,234899
kvk_387,"Krishi Vigyan Kendra, KHARGONE",Madhya Pradesh,KHARGONE,,,,+91-019-38532,198384
kvk_388,"Krishi Vigyan Kendra, KORBA",Madhya Pradesh,KORBA,,,,+91-076-35271,765108
kvk_389,"Krishi Vigyan Kendra, KOREA",Madhya Pradesh,KOREA,,,,+91-067-68980,678879
kvk_390,"Krishi Vigyan Kendra, MAHASAMUND",Madhya Pradesh,MAHASAMUND,,,,+91-045-82650,452621
kvk_391,"Krishi Vigyan Kendra, MANDLA",Madhya Pradesh,MANDLA,,,,+91-057-58488,578388
kvk_392,"Krishi Vigyan Kendra, MANDSAUR",Madhya Pradesh,MANDSAUR,,,,+91-035-47701,357690
kvk_393,"Krishi Vigyan Kendra, MORENA",Madhya Pradesh,MORENA,,,,+91-085-63131,853028
kvk_394,"Krishi Vigyan Kendra, NARSINGHPUR",Madhya Pradesh,NARSINGHPUR,,,,+91-044-14038,443939
kvk_395,"Krishi Vigyan Kendra, NEEMUCH",Madhya Pradesh,NEEMUCH,,,,+91-052-92227,522128
kvk_396,"Krishi Vigyan Kendra, NIWARI",Madhya Pradesh,NIWARI,,,,+91-070-30284,700269
kvk_397,"Krishi Vigyan Kendra, PANNA",Madhya Pradesh,PANNA,,,,+91-080-18316,808135
kvk_398,"Krishi Vigyan Kendra, RAIPUR",Madhya Pradesh,RAIPUR,,,,+91-018-82002,181820
kvk_399,"Krishi Vigyan Kendra, RAISEN",Madhya Pradesh,RAISEN,,,,+91-018-53694,183581
kvk_400,"Krishi Vigyan Kendra, RAJGARH",Madhya Pradesh,RAJGARH,,,,+91-060-54819,604762
kvk_401,"Krishi Vigyan Kendra, RAJNANDGAON",Madhya Pradesh,RAJNANDGAON,,,,+91-050-74669,504518
kvk_402,"Krishi Vigyan Kendra, RATLAM",Madhya Pradesh,RATLAM,,,,+91-085-61658,851607
kvk_403,"Krishi Vigyan Kendra, REWA",Madhya Pradesh,REWA,,,,+91-036-26841,366795
kvk_404,"Krishi Vigyan Kendra, SAGAR",Madhya Pradesh,SAGAR,,,,+91-061-39038,618998
kvk_405,"Krishi Vigyan Kendra, SATNA",Madhya Pradesh,SATNA,,,,+91-060-58595,608590
kvk_406,"Krishi Vigyan Kendra, SEHORE",Madhya Pradesh,SEHORE,,,,+91-031-94239,314099
kvk_407,"Krishi Vigyan Kendra, SEONI",Madhya Pradesh,SEONI,,,,+91-043-68093,438090
kvk_408,"Krishi Vigyan Kendra, SHAHDOL",Madhya Pradesh,SHAHDOL,,,,+91-043-32914,432824
kvk_409,"Krishi Vigyan Kendra, SHAJAPUR",Madhya Pradesh,SHAJAPUR,,,,+91-062-47385,627371
kvk_410,"Krishi Vigyan Kendra, SHEOPUR",Madhya Pradesh,SHEOPUR,,,,+91-065-42248,652095
kvk_411,"Krishi Vigyan Kendra, SHIVPURI",Madhya Pradesh,SHIVPURI,,,,+91-037-98101,377969
kvk_412,"Krishi Vigyan Kendra, SIDHI",Madhya Pradesh,SIDHI,,,,+91-038-18112,388083
kvk_413,"Krishi Vigyan Kendra, SINGRAULI",Madhya Pradesh,SINGRAULI,,,,+91-083-73133,833039
kvk_414,"Krishi Vigyan Kendra, SURGUJA",Madhya Pradesh,SURGUJA,,,,+91-019-67801,197792
kvk_415,"Krishi Vigyan Kendra, TIKAMGARH",Madhya Pradesh,TIKAMGARH,,,,+91-056-48199,568151
kvk_416,"Krishi Vigyan Kendra, UJJAIN",Madhya Pradesh,UJJAIN,,,,+91-015-59320,159164
kvk_417,"Krishi Vigyan Kendra, UMARIA",Madhya Pradesh,UMARIA,,,,+91-021-84031,213918
kvk_418,"Krishi Vigyan Kendra, VIDISHA",Madhya Pradesh,VIDISHA,,,,+91-059-71994,591816
kvk_419,"Krishi Vigyan Kendra, AHMEDNAGAR",Maharashtra,AHMEDNAGAR,,,,+91-018-85686,185686
kvk_420,"Krishi Vigyan Kendra, AKOLA",Maharashtra,AKOLA,,,,+91-023-49949,239844
kvk_421,"Krishi Vigyan Kendra, AMRAVATI",Maharashtra,AMRAVATI,,,,+91-046-68920,468856
kvk_422,"Krishi Vigyan Kendra, AURANGABAD",Maharashtra,AURANGABAD,,,,+91-043-63354,433247
kvk_423,"Krishi Vigyan Kendra, BEED",Maharashtra,BEED,,,,+91-045-20819,450798
kvk_424,"Krishi Vigyan Kendra, BHANDARA",Maharashtra,BHANDARA,,,,+91-068-79737,689584
kvk_425,"Krishi Vigyan Kendra, BULDHANA",Maharashtra,BULDHANA,,,,+91-020-40368,200194
kvk_426,"Krishi Vigyan Kendra, CHANDRAPUR",Maharashtra,CHANDRAPUR,,,,+91-023-10559,230523
kvk_427,"Krishi Vigyan Kendra, DHULE",Maharashtra,DHULE,,,,+91-072-86103,726097
kvk_428,"Krishi Vigyan Kendra, GADCHIROLI",Maharashtra,GADCHIROLI,,,,+91-025-66030,255847
kvk_429,"Krishi Vigyan Kendra, GONDIA",Maharashtra,GONDIA,,,,+91-045-86063,455930
kvk_430,"Krishi Vigyan Kendra, HINGOLI",Maharashtra,HINGOLI,,,,+91-031-66134,315959
kvk_431,"Krishi Vigyan Kendra, JALGAON",Maharashtra,JALGAON,,,,+91-039-88806,398769
kvk_432,"Krishi Vigyan Kendra, JALNA",Maharashtra,JALNA,,,,+91-044-78878,448771
kvk_433,"Krishi Vigyan Kendra, KOLHAPUR",Maharashtra,KOLHAPUR,,,,+91-073-97030,736946
kvk_434,"Krishi Vigyan Kendra, LATUR",Maharashtra,LATUR,,,,+91-049-94759,494669
kvk_435,"Krishi Vigyan Kendra, MUMBAI",Maharashtra,MUMBAI,,,,+91-045-59191,459023
kvk_436,"Krishi Vigyan Kendra, MUMBAI SUBURBAN",Maharashtra,MUMBAI SUBURBAN,,,,+91-033-83907,333732
kvk_437,"Krishi Vigyan Kendra, NAGPUR",Maharashtra,NAGPUR,,,,+91-081-81632,811495
kvk_438,"Krishi Vigyan Kendra, NANDED",Maharashtra,NANDED,,,,+91-086-46217,866053
kvk_439,"Krishi Vigyan Kendra, NANDURBAR",Maharashtra,NANDURBAR,,,,+91-051-25574,515535
kvk_440,"Krishi Vigyan Kendra, NASHIK",Maharashtra,NASHIK,,,,+91-070-66995,706937
kvk_441,"Krishi Vigyan Kendra, OSMANABAD",Maharashtra,OSMANABAD,,,,+91-078-86793,786769
kvk_442,"Krishi Vigyan Kendra, PALGHAR",Maharashtra,PALGHAR,,,,+91-046-94907,464748
kvk_443,"Krishi Vigyan Kendra, PARBHANI",Maharashtra,PARBHANI,,,,+91-075-83364,753297
kvk_444,"Krishi Vigyan Kendra, PUNE",Maharashtra,PUNE,,,,+91-024-27951,247941
kvk_445,"Krishi Vigyan Kendra, RAIGAD",Maharashtra,RAIGAD,,,,+91-022-98410,228323
kvk_446,"Krishi Vigyan Kendra, RATNAGIRI",Maharashtra,RATNAGIRI,,,,+91-036-87957,367955
kvk_447,"Krishi Vigyan Kendra, SANGLI",Maharashtra,SANGLI,,,,+91-049-97308,497244
kvk_448,"Krishi Vigyan Kendra, SATARA",Maharashtra,SATARA,,,,+91-034-35439,345428
kvk_449,"Krishi Vigyan Kendra, SINDHUDURG",Maharashtra,SINDHUDURG,,,,+91-051-59983,519823
kvk_450,"Krishi Vigyan Kendra, SOLAPUR",Maharashtra,SOLAPUR,,,,+91-030-81221,301055
kvk_451,"Krishi Vigyan Kendra, THANE",Maharashtra,THANE,,,,+91-023-75193,235175
kvk_452,"Krishi Vigyan Kendra, WARDHA",Maharashtra,WARDHA,,,,+91-082-64483,824415
kvk_453,"Krishi Vigyan Kendra, WASHIM",Maharashtra,WASHIM,,,,+91-067-66111,676010
kvk_454,"Krishi Vigyan Kendra, YAVATMAL",Maharashtra,YAVATMAL,,,,+91-030-27121,307067
kvk_455,"Krishi Vigyan Kendra, BISHNUPUR",Manipur,BISHNUPUR,,,,+91-023-18327,238213
kvk_456,"Krishi Vigyan Kendra, CHANDEL",Manipur,CHANDEL,,,,+91-058-31008,580951
kvk_457,"Krishi Vigyan Kendra, CHURACHANDPUR",Manipur,CHURACHANDPUR,,,,+91-082-98537,828426
kvk_458,"Krishi Vigyan Kendra, IMPHAL EAST",Manipur,IMPHAL EAST,,,,+91-058-66376,586224
kvk_459,"Krishi Vigyan Kendra, IMPHAL WEST",Manipur,IMPHAL WEST,,,,+91-056-17109,567078
kvk_460,"Krishi Vigyan Kendra, SENAPATI",Manipur,SENAPATI,,,,+91-078-51645,781586
kvk_461,"Krishi Vigyan Kendra, TAMENGLONG",Manipur,TAMENGLONG,,,,+91-038-75180,385013
kvk_462,"Krishi Vigyan Kendra, THOUBAL",Manipur,THOUBAL,,,,+91-018-26247,186099
kvk_463,"Krishi Vigyan Kendra, UKHRUL",Manipur,UKHRUL,,,,+91-021-29352,219169
kvk_464,"Krishi Vigyan Kendra, EAST GARO HILLS",Meghalaya,EAST GARO HILLS,,,,+91-026-41068,260928
kvk_465,"Krishi Vigyan Kendra, EAST JAINTIA HILLS",Meghalaya,EAST JAINTIA HILLS,,,,+91-052-30366,520249
kvk_466,"Krishi Vigyan Kendra, EAST KHASI HILLS",Meghalaya,EAST KHASI HILLS,,,,+91-038-15415,385308
kvk_467,"Krishi Vigyan Kendra, NORTH GARO HILLS",Meghalaya,NORTH GARO HILLS,,,,+91-066-84376,664336
kvk_468,"Krishi Vigyan Kendra, RI BHOI",Meghalaya,RI BHOI,,,,+91-040-39127,408994
kvk_469,"Krishi Vigyan Kendra, SOUTH GARO HILLS",Meghalaya,SOUTH GARO HILLS,,,,+91-020-40594,200472
kvk_470,"Krishi Vigyan Kendra, SOUTH WEST GARO HILLS",Meghalaya,SOUTH WEST GARO HILLS,,,,+91-036-88043,367911
kvk_471,"Krishi Vigyan Kendra, SOUTH WEST KHASI HILLS",Meghalaya,SOUTH WEST KHASI HILLS,,,,+91-014-46939,146809
kvk_472,"Krishi Vigyan Kendra, WEST GARO HILLS",Meghalaya,WEST GARO HILLS,,,,+91-020-48155,208007
kvk_473,"Krishi Vigyan Kendra, WEST JAINTIA HILLS",Meghalaya,WEST JAINTIA HILLS,,,,+91-024-26915,246905
kvk_474,"Krishi Vigyan Kendra, WEST KHASI HILLS",Meghalaya,WEST KHASI HILLS,,,,+91-019-98722,198670
kvk_475,"Krishi Vigyan Kendra, AIZAWL",Mizoram,AIZAWL,,,,+91-033-58055,337949
kvk_476,"Krishi Vigyan Kendra, CHAMPHAI",Mizoram,CHAMPHAI,,,,+91-076-96919,766774
kvk_477,"Krishi Vigyan Kendra, KOLASIB",Mizoram,KOLASIB,,,,+91-013-70120,139947
kvk_478,"Krishi Vigyan Kendra, LAWNGTLAI",Mizoram,LAWNGTLAI,,,,+91-084-21635,841601
