Commodity,Market,State,Date,Modal_Price,Min_Price,Max_Price,Arrival_Tons,Unit
Cotton,Rajkot Mandi,Gujarat,2026-08-10,7217,6784,7650,175,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-11,7238,6804,7672,141,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-12,7186,6755,7617,177,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-13,7207,6775,7639,142,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-14,7191,6760,7622,142,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-15,7176,6745,7607,143,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-16,7196,6764,7628,50,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-17,7109,6682,7536,180,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-18,7347,6906,7788,136,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-19,7295,6857,7733,171,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-20,7316,6877,7755,138,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-21,7301,6863,7739,138,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-22,7285,6848,7722,139,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-23,7306,6868,7744,49,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-24,7218,6785,7651,175,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-25,7239,6805,7673,141,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-26,7187,6756,7618,177,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-27,7208,6776,7640,142,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-28,7192,6760,7624,142,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-29,7177,6746,7608,143,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-30,7197,6765,7629,50,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-08-31,7110,6683,7537,180,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-01,7348,6907,7789,136,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-02,7296,6858,7734,171,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-03,7317,6878,7756,138,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-04,7301,6863,7739,138,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-05,7286,6849,7723,139,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-06,7307,6869,7745,49,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-07,7219,6786,7652,175,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-08,7240,6806,7674,141,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-09,7188,6757,7619,177,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-10,7209,6776,7642,142,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-11,7193,6761,7625,142,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-12,7178,6747,7609,143,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-13,7198,6766,7630,50,Quintal
Cotton,Rajkot Mandi,Gujarat,2026-09-14,7250,6815,7685,180,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-16,374,355,393,683,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-17,372,353,391,857,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-18,373,354,392,689,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-19,372,353,391,692,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-20,371,352,390,695,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-21,372,353,391,244,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-22,368,350,386,876,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-23,380,361,399,663,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-24,377,358,396,832,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-25,378,359,397,668,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-26,377,358,396,671,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-27,377,358,396,674,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-28,378,359,397,237,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-29,373,354,392,850,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-06-30,374,355,393,683,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-01,372,353,391,857,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-02,373,354,392,689,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-03,372,353,391,692,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-04,371,352,390,695,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-05,372,353,391,244,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-06,368,350,386,876,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-07,380,361,399,663,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-08,377,358,396,832,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-09,378,359,397,668,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-10,377,358,396,671,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-11,377,358,396,674,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-12,378,359,397,237,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-13,373,354,392,850,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-14,374,355,393,683,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-15,372,353,391,857,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-16,373,354,392,689,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-17,372,353,391,692,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-18,371,352,390,695,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-19,372,353,391,244,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-20,368,350,386,876,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-21,380,361,399,663,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-22,377,358,396,832,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-23,378,359,397,668,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-24,378,359,397,671,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-25,377,358,396,674,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-26,378,359,397,237,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-27,373,354,392,850,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-28,374,355,393,683,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-29,372,353,391,857,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-30,373,354,392,689,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-07-31,372,353,391,692,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-01,371,352,390,695,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-02,372,353,391,244,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-03,368,350,386,876,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-04,380,361,399,663,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-05,377,358,396,832,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-06,378,359,397,668,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-07,378,359,397,671,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-08,377,358,396,674,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-09,378,359,397,237,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-10,373,354,392,850,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-11,374,355,393,683,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-12,372,353,391,857,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-13,373,354,392,689,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-14,372,353,391,692,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-15,371,352,390,695,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-16,372,353,391,244,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-17,368,350,386,876,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-18,380,361,399,663,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-19,377,358,396,832,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-20,378,359,397,668,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-21,378,359,397,671,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-22,377,358,396,674,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-23,378,359,397,237,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-24,373,354,392,850,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-25,374,355,393,683,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-26,372,353,391,857,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-27,373,354,392,689,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-28,372,353,391,692,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-29,371,352,390,695,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-30,372,353,391,244,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-08-31,368,350,386,876,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-01,380,361,399,663,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-02,377,358,396,832,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-03,378,359,397,668,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-04,378,359,397,671,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-05,377,358,396,674,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-06,378,359,397,237,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-07,373,354,392,850,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-08,374,355,393,683,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-09,372,353,391,857,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-10,373,354,392,689,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-11,372,353,391,692,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-12,371,352,390,695,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-13,372,353,391,244,Quintal
Sugarcane,Muzaffarnagar Mandi,Uttar Pradesh,2026-09-14,375,356,394,876,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-16,4640,4315,4965,176,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-17,4607,4285,4929,221,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-18,4620,4297,4943,177,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-19,4610,4287,4933,178,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-20,4600,4278,4922,179,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-21,4613,4290,4936,63,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-22,4558,4239,4877,225,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-23,4710,4380,5040,170,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-24,4677,4350,5004,214,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-25,4690,4362,5018,172,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-26,4680,4352,5008,173,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-27,4670,4343,4997,174,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-28,4684,4356,5012,61,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-29,4627,4303,4951,219,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-06-30,4641,4316,4966,176,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-01,4608,4285,4931,221,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-02,4621,4298,4944,177,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-03,4611,4288,4934,178,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-04,4601,4279,4923,179,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-05,4614,4291,4937,63,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-06,4558,4239,4877,225,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-07,4711,4381,5041,170,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-08,4677,4350,5004,214,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-09,4691,4363,5019,172,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-10,4681,4353,5009,173,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-11,4671,4344,4998,174,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-12,4684,4356,5012,61,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-13,4628,4304,4952,219,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-14,4641,4316,4966,176,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-15,4608,4285,4931,221,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-16,4621,4298,4944,177,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-17,4612,4289,4935,178,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-18,4602,4280,4924,179,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-19,4615,4292,4938,63,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-20,4559,4240,4878,225,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-21,4711,4381,5041,170,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-22,4678,4351,5005,214,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-23,4692,4364,5020,172,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-24,4682,4354,5010,173,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-25,4672,4345,4999,174,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-26,4685,4357,5013,61,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-27,4629,4305,4953,219,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-28,4642,4317,4967,176,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-29,4609,4286,4932,221,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-30,4622,4298,4946,177,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-07-31,4612,4289,4935,178,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-01,4602,4280,4924,179,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-02,4615,4292,4938,63,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-03,4559,4240,4878,225,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-04,4712,4382,5042,170,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-05,4679,4351,5007,214,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-06,4692,4364,5020,172,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-07,4682,4354,5010,173,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-08,4672,4345,4999,174,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-09,4686,4358,5014,61,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-10,4629,4305,4953,219,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-11,4643,4318,4968,176,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-12,4609,4286,4932,221,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-13,4623,4299,4947,177,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-14,4613,4290,4936,178,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-15,4603,4281,4925,179,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-16,4616,4293,4939,63,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-17,4560,4241,4879,225,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-18,4713,4383,5043,170,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-19,4679,4351,5007,214,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-20,4693,4364,5022,172,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-21,4683,4355,5011,173,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-22,4673,4346,5000,174,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-23,4686,4358,5014,61,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-24,4630,4306,4954,219,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-25,4643,4318,4968,176,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-26,4610,4287,4933,221,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-27,4623,4299,4947,177,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-28,4613,4290,4936,178,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-29,4604,4282,4926,179,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-30,4617,4294,4940,63,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-08-31,4561,4242,4880,225,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-01,4713,4383,5043,170,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-02,4680,4352,5008,214,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-03,4693,4364,5022,172,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-04,4683,4355,5011,173,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-05,4674,4347,5001,174,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-06,4687,4359,5015,61,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-07,4630,4306,4954,219,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-08,4644,4319,4969,176,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-09,4611,4288,4934,221,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-10,4624,4300,4948,177,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-11,4614,4291,4937,178,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-12,4604,4282,4926,179,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-13,4617,4294,4940,63,Quintal
Soybean,Indore Mandi,Madhya Pradesh,2026-09-14,4650,4324,4976,225,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-16,5638,5300,5976,110,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-17,5598,5262,5934,139,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-18,5614,5277,5951,111,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-19,5602,5266,5938,112,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-20,5590,5255,5925,112,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-21,5605,5269,5941,39,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-22,5538,5206,5870,142,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-23,5723,5380,6066,107,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-24,5682,5341,6023,135,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-25,5699,5357,6041,108,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-26,5687,5346,6028,109,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-27,5675,5334,6016,109,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-28,5691,5350,6032,38,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-29,5622,5285,5959,138,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-06-30,5638,5300,5976,110,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-01,5598,5262,5934,139,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-02,5614,5277,5951,111,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-03,5602,5266,5938,112,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-04,5590,5255,5925,112,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-05,5606,5270,5942,39,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-06,5538,5206,5870,142,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-07,5723,5380,6066,107,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-08,5683,5342,6024,135,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-09,5699,5357,6041,108,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-10,5687,5346,6028,109,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-11,5675,5334,6016,109,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-12,5691,5350,6032,38,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-13,5623,5286,5960,138,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-14,5639,5301,5977,110,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-15,5599,5263,5935,139,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-16,5615,5278,5952,111,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-17,5603,5267,5939,112,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-18,5591,5256,5926,112,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-19,5606,5270,5942,39,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-20,5539,5207,5871,142,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-21,5724,5381,6067,107,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-22,5683,5342,6024,135,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-23,5700,5358,6042,108,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-24,5688,5347,6029,109,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-25,5676,5335,6017,109,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-26,5692,5350,6034,38,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-27,5623,5286,5960,138,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-28,5639,5301,5977,110,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-29,5599,5263,5935,139,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-30,5615,5278,5952,111,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-07-31,5603,5267,5939,112,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-01,5591,5256,5926,112,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-02,5607,5271,5943,39,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-03,5539,5207,5871,142,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-04,5724,5381,6067,107,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-05,5684,5343,6025,135,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-06,5700,5358,6042,108,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-07,5688,5347,6029,109,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-08,5676,5335,6017,109,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-09,5692,5350,6034,38,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-10,5624,5287,5961,138,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-11,5640,5302,5978,110,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-12,5600,5264,5936,139,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-13,5616,5279,5953,111,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-14,5604,5268,5940,112,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-15,5592,5256,5928,112,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-16,5607,5271,5943,39,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-17,5540,5208,5872,142,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-18,5725,5382,6068,107,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-19,5684,5343,6025,135,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-20,5701,5359,6043,108,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-21,5689,5348,6030,109,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-22,5677,5336,6018,109,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-23,5693,5351,6035,38,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-24,5624,5287,5961,138,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-25,5640,5302,5978,110,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-26,5600,5264,5936,139,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-27,5616,5279,5953,111,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-28,5604,5268,5940,112,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-29,5592,5256,5928,112,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-30,5608,5272,5944,39,Quintal
Mustard,Bharatpur Mandi,Rajasthan,2026-08-31,5540,5208,5872,142,Quintal
